,rpersona,reduca
1164,0052510011102,9.0
1165,0052510181101,16.0
1166,0052510181102,11.0
1167,0052510181103,0.0
1168,0052510181104,1.0
1169,0052510181106,4.0
1170,0052510481101,17.0
1171,0052510481102,11.0
1172,0052510481103,0.0
1173,0052510641101,16.0
1174,0052510641102,16.0
1175,0052510641103,16.0
1176,0052510771201,5.0
1177,0052510771202,3.0
1178,0052510771203,14.0
1179,0052510771204,14.0
1180,0052510771205,8.0
1181,0052510771206,0.0
1182,0052510771207,9.0
1183,0052510772201,12.0
1184,0052510772202,14.0
1185,0052510772203,0.0
1186,0052510931101,5.0
1187,0052510931102,
1188,0052560131101,9.0
1189,0052560131102,0.0
1190,0052560131103,13.0
1191,0052560131104,0.0
1192,0052560361101,11.0
1193,0052560361102,11.0
1194,0052560691101,11.0
1195,0052560691102,0.0
1196,0052560811101,11.0
1197,0052560811102,9.0
1198,0052560811103,0.0
1199,0052561031101,8.0
1200,0052561031102,11.0
1201,0052561031103,17.0
1202,0052561031104,12.0
1203,0052570021101,11.0
1204,0052570021102,11.0
1205,0052570361101,14.0
1206,0052570361102,13.0
1207,0052570361103,14.0
1208,0052570691101,17.0
1209,0052570691102,17.0
1210,0052570691103,14.0
1211,0052570691104,16.0
1212,0052570791101,11.0
1213,0052570791102,11.0
1214,0052570791103,8.0
1215,0052570791104,0.0
1216,0052570881101,18.0
1217,0052570881102,16.0
1218,0052570881103,8.0
1219,0052570881104,0.0
1220,0052590221101,1.0
1221,0052590341101,14.0
1222,0052590341102,0.0
1223,0052590851101,
1224,0052590851102,13.0
1225,0052590851103,12.0
1226,0052590961101,16.0
1227,0052590961102,16.0
1228,0052590961103,16.0
1229,0052590961104,3.0
1230,0052591091101,16.0
1231,0052591091102,16.0
1232,0052591091103,17.0
1233,0052591091104,13.0
1234,0052591091105,0.0
1235,0052591091106,12.0
1236,0052591091107,16.0
1237,0052591091108,3.0
1238,0052591331101,16.0
1239,0052600071101,15.0
1240,0052600071102,0.0
1241,0052600071103,0.0
1242,0052600211101,14.0
1243,0052600211102,16.0
1244,0052600211103,16.0
1245,0052600491101,12.0
1246,0052600491102,0.0
1247,0052600491103,11.0
1248,0052600921101,13.0
1249,0052600921102,16.0
1250,0052601321101,17.0
1251,0052601321102,15.0
1252,0052601321103,16.0
1253,0052601321104,16.0
1254,0052630101101,6.0
1255,0052630591101,14.0
1256,0052630591102,14.0
1257,0052630771101,13.0
1258,0052630771102,12.0
1259,0052630771103,0.0
1260,0052630771104,0.0
1261,0052631081101,16.0
1262,0052631081102,12.0
1263,0052631081103,0.0
1264,0052631081104,0.0
1265,0052631211101,16.0
1266,0052631681101,13.0
1267,0052631681102,17.0
1268,0052631681103,2.0
1269,0052700151101,11.0
1270,0052700151102,13.0
1271,0052700151103,8.0
1272,0052700151104,11.0
1273,0052700151105,11.0
1274,0052700151106,14.0
1275,0052700221101,14.0
1276,0052700471101,12.0
1277,0052700471102,14.0
1278,0052700471103,16.0
1279,0052700471104,12.0
1280,0052700471105,9.0
1281,0052700581101,16.0
1282,0052700581102,14.0
1283,0052760061101,11.0
1284,0052760061102,0.0
1285,0052760061103,9.0
1286,0052760151101,13.0
1287,0052760151102,0.0
1288,0052760151103,0.0
1289,0052760151104,0.0
1290,0052760221101,10.0
1291,0052760321101,0.0
1292,0052760321102,
1293,0052760391101,7.0
1294,0052760391102,0.0
1295,0052760391103,10.0
1296,0052760471101,17.0
1297,0052850161101,
1298,0052850171101,0.0
1299,0052850171102,11.0
1300,0052850511101,5.0
1301,0052850511102,13.0
1302,0052850521101,0.0
1303,0052850521102,5.0
1304,0052850531101,5.0
1305,0052850531102,3.0
1306,0052850541101,4.0
1307,0052850541102,3.0
1308,0052850541103,0.0
1309,0052850541104,0.0
1310,0052850541105,0.0
1311,0052850541106,3.0
1312,0052850541107,
1313,0052850551101,11.0
1314,0052850551102,0.0
1315,0052850551103,3.0
1316,0052850551104,4.0
1317,0052850581101,5.0
1318,0052850581102,5.0
1319,0052920011101,5.0
1320,0052920011102,0.0
1321,0052920021101,17.0
1322,0052920021102,0.0
1323,0052920051101,14.0
1324,0052920051102,5.0
1325,0052920051103,16.0
1326,0052920051104,14.0
1327,0052920051105,12.0
1328,0052920851101,11.0
1329,0052920851102,5.0
1330,0052920851103,16.0
1331,0052920851104,0.0
1332,0052920851105,3.0
1333,0052920881101,1.0
1334,0052920901101,11.0
1335,0052920901102,2.0
1336,0052920901103,10.0
1337,0052920911101,11.0
1338,0052920911102,16.0
1339,0052920911103,0.0
1340,0052920921101,
1341,0052940021101,8.0
1342,0052940021102,0.0
1343,0052940021103,10.0
1344,0052940021104,8.0
1345,0052940021105,0.0
1346,0052940021106,3.0
1347,0052940031101,11.0
1348,0052940031102,
1349,0052940041101,0.0
1350,0052940041102,0.0
1351,0052940041103,7.0
1352,0052940041104,0.0
1353,0052940051101,0.0
1354,0052940051102,0.0
1355,0052940051103,7.0
1356,0052940961101,0.0
1357,0052940961102,
1358,0052940961103,14.0
1359,0052941081101,1.0
1360,0052941081102,14.0
1361,0052941081103,
1362,0052941081104,0.0
1363,0052941081105,0.0
1364,0052941131101,
1365,0052941161101,
1366,0052941161102,0.0
1367,0052941161103,
1368,0052960561101,2.0
1369,0052960571101,3.0
1370,0052960571102,
1371,0052961031101,
1372,0052961031102,
1373,0052961031103,0.0
1374,0052961041101,0.0
1375,0052961041102,0.0
1376,0052961041103,0.0
1377,0052961041104,0.0
1378,0052961491101,
1379,0052961491102,
1380,0052961491103,7.0
1381,0052961491104,0.0
1382,0052961491105,0.0
1383,0052961491106,2.0
1384,0052961501101,0.0
1385,0052961501102,0.0
1386,0052961501103,
1387,0052961501104,
1388,0052961531101,11.0
1389,0052961531102,0.0
1390,0052961531103,0.0
1391,0052961531104,0.0
1392,0052970091101,0.0
1393,0052970091102,0.0
1394,0052970091103,13.0
1395,0052970091104,8.0
1396,0052970091105,0.0
1397,0052970101101,0.0
1398,0052970101102,
1399,0052970101103,12.0
1400,0052970111101,0.0
1401,0052970111102,0.0
1402,0052970111103,9.0
1403,0052970111104,0.0
1404,0052970111105,0.0
1405,0052970111106,2.0
1406,0052970121101,5.0
1407,0052970121102,
1408,0052970121103,11.0
1409,0052970121104,9.0
1410,0052970121105,8.0
1411,0052970741101,0.0
1412,0052970741102,
1413,0052970741103,8.0
1414,0052970741104,0.0
1415,0052970741105,2.0
1416,0052970741106,
1417,0052970751101,2.0
1418,0052970751102,0.0
1419,0052970751103,9.0
1420,0052970761101,5.0
1421,0052970761102,2.0
1422,0052970791101,0.0
1423,0052970791102,0.0
1424,0052970791103,10.0
1425,0052970791104,8.0
1426,0052970791105,0.0
1427,0052970791106,0.0
1428,0053120581101,11.0
1429,0053120581102,
1430,0053120581103,0.0
1431,0053120581104,
1432,0053120901101,0.0
1433,0053120901102,11.0
1434,0053120901103,8.0
1435,0053120901104,7.0
1436,0053120901105,
1437,0053121081101,11.0
1438,0053121081102,11.0
1439,0053121081103,0.0
1440,0053121121101,4.0
1441,0053121121102,3.0
1442,0053121121103,12.0
1443,0053121131101,0.0
1444,0053121131102,0.0
1445,0053121131103,0.0
1446,0053121131104,0.0
1447,0053121141101,0.0
1448,0053121141102,11.0
1449,0053121221101,9.0
1450,0053130131101,0.0
1451,0053130131102,0.0
1452,0053130151101,0.0
1453,0053130161101,1.0
1454,0053130211101,8.0
1455,0053130211102,8.0
1456,0053130211103,11.0
1457,0053130211104,9.0
1458,0053130211105,
1459,0053130221101,1.0
1460,0053130221102,
1461,0053130231101,0.0
1462,0053130231102,0.0
1463,0053130231103,10.0
1464,0053130231104,7.0
1465,0053130231105,0.0
1466,0053130231106,
1467,0053130481101,4.0
1468,0053130481102,0.0
1469,0053130481103,0.0
1470,0053130491101,0.0
1471,0053130491102,0.0
1472,0053130491103,13.0
1473,0053130491104,11.0
1474,0053130491105,8.0
1475,0053210331101,0.0
1476,0053210331102,0.0
1477,0053210431101,8.0
1478,0053210431102,4.0
1479,0053211791101,
1480,0053211791102,11.0
1481,0053211791103,9.0
1482,0053211801101,11.0
1483,0053211801102,0.0
1484,0053211801103,11.0
1485,0053211951101,
1486,0053212111101,
1487,0053212141101,
1488,0053212141102,
1489,0053212141103,8.0
1490,0053212141104,7.0
1491,0053212161101,
1492,0053212161102,
1493,0053212161103,9.0
1494,0053212161104,9.0
1495,0053212161105,8.0
1496,0053212161106,0.0
1497,0053251391101,1.0
1498,0053251421101,11.0
1499,0053251421102,
1500,0053251421103,11.0
1501,0053251421104,7.0
1502,0053251421105,0.0
1503,0053251421106,
1504,0053251421107,11.0
1505,0053251441101,1.0
1506,0053251441102,
1507,0053252561101,0.0
1508,0053252561102,
1509,0053252561103,10.0
1510,0053252561104,10.0
1511,0053252561105,0.0
1512,0053252561106,0.0
1513,0053252561107,
1514,0053252591101,1.0
1515,0053252591102,
1516,0053252611101,11.0
1517,0053252611102,11.0
1518,0053252611103,8.0
1519,0053252611104,0.0
1520,0053260141101,11.0
1521,0053260231101,4.0
1522,0053260371101,11.0
1523,0053260371102,11.0
1524,0053260371103,3.0
1525,0053260511101,11.0
1526,0053260511102,11.0
1527,0053260511103,0.0
1528,0053260511104,1.0
1529,0053260561101,11.0
1530,0053260561102,9.0
1531,0053260561103,11.0
1532,0053260561104,0.0
1533,0053260711101,11.0
1534,0053260711102,11.0
1535,0053260711103,10.0
1536,0053260711104,0.0
1537,0053260711105,3.0
1538,0053300351101,5.0
1539,0053300351102,2.0
1540,0053300381101,2.0
1541,0053300381102,7.0
1542,0053300451101,4.0
1543,0053300591101,
1544,0053300591102,0.0
1545,0053300601101,
1546,0053300621101,0.0
1547,0053300741101,9.0
1548,0053300741102,
1549,0053301061101,0.0
1550,0053301061102,0.0
1551,0053301061103,8.0
1552,0053301061104,8.0
1553,0053301061105,0.0
1554,0053301061106,0.0
1555,0053301061107,0.0
1556,0053301061108,
1557,0053440041101,8.0
1558,0053440041102,8.0
1559,0053440301101,0.0
1560,0053440301102,5.0
1561,0053440301103,16.0
1562,0053440441101,14.0
1563,0053440441102,15.0
1564,0053440441103,0.0
1565,0053440711101,14.0
1566,0053440711102,16.0
1567,0053440711103,11.0
1568,0053440711104,0.0
1569,0053440851101,0.0
1570,0053440851102,12.0
1571,0053440851103,10.0
1572,0053440851104,8.0
1573,0053440851105,0.0
1574,0053440851106,3.0
1575,0053441111101,11.0
1576,0053441111102,8.0
1577,0053441111103,12.0
1578,0053441111104,13.0
1579,0053441111105,7.0
1580,0053460081101,0.0
1581,0053460081102,15.0
1582,0053460081103,10.0
1583,0053460221101,14.0
1584,0053460661101,16.0
1585,0053460661102,16.0
1586,0053460661103,13.0
1587,0053460661104,3.0
1588,0053460961101,0.0
1589,0053460961102,
1590,0053460961103,8.0
1591,0053460961104,11.0
1592,0053460961105,7.0
1593,0053460961106,11.0
1594,0053460961107,11.0
1595,0053460961108,1.0
1596,0053540271101,15.0
1597,0053540271102,
1598,0053540561101,16.0
1599,0053540561102,13.0
1600,0053540701101,14.0
1601,0053540701102,12.0
1602,0053540841101,7.0
1603,0053540841102,9.0
1604,0053540841103,13.0
1605,0053540991101,11.0
1606,0053540991102,0.0
1607,0053540991103,3.0
1608,0053541261101,1.0
1609,0053541261102,16.0
1610,0053541401101,11.0
1611,0053541401102,0.0
1612,0053541401103,11.0
1613,0053541401104,11.0
1614,0053541401105,0.0
1615,0053610081101,0.0
1616,0053610081102,7.0
1617,0053610201101,16.0
1618,0053610201102,14.0
1619,0053610201103,15.0
1620,0053610201104,14.0
1621,0053610201105,13.0
1622,0053610201106,0.0
1623,0053610331101,5.0
1624,0053610331102,7.0
1625,0053610451101,11.0
1626,0053610451102,5.0
1627,0053610451103,11.0
1628,0053610451104,11.0
1629,0053610451105,
1630,0053610821101,16.0
1631,0053610821102,16.0
1632,0053610821103,10.0
1633,0053611041101,0.0
1634,0053620041101,5.0
1635,0053620041102,5.0
1636,0053620041103,11.0
1637,0053620041104,0.0
1638,0053620341101,
1639,0053620491101,1.0
1640,0053620491102,1.0
1641,0053620491103,8.0
1642,0053620491104,0.0
1643,0053620791101,
1644,0053620791102,
1645,0053620951101,10.0
1646,0053620951102,9.0
1647,0053620951103,11.0
1648,0053620951104,8.0
1649,0053621241101,5.0
1650,0053621241102,
1651,0053621241103,8.0
1652,0053660171101,11.0
1653,0053660171102,11.0
1654,0053660351101,16.0
1655,0053660351102,14.0
1656,0053660551101,0.0
1657,0053660551102,
1658,0053660551103,14.0
1659,0053660551104,12.0
1660,0053660731101,0.0
1661,0053660731102,0.0
1662,0053660731103,
1663,0053660911101,9.0
1664,0053660911102,11.0
1665,0053661101101,11.0
1666,0053661101102,11.0
1667,0053661101103,0.0
1668,0053810511101,11.0
1669,0053810511102,14.0
1670,0053810661101,0.0
1671,0053810811101,14.0
1672,0053810811102,11.0
1673,0053810811103,14.0
1674,0053810811104,13.0
1675,0053810811105,9.0
1676,0053810811106,
1677,0053810961101,3.0
1678,0053810961102,14.0
1679,0053811251101,0.0
1680,0053811251102,0.0
1681,0053811251103,12.0
1682,0053811251104,9.0
1683,0053900051101,11.0
1684,0053900051102,11.0
1685,0053900051103,0.0
1686,0053900051104,3.0
1687,0053900051105,
1688,0053900141101,
1689,0053900141102,
1690,0053900221101,
1691,0053900221102,10.0
1692,0053900321101,0.0
1693,0053900321102,0.0
1694,0053900321103,11.0
1695,0053900321104,9.0
1696,0053900321105,0.0
1697,0053900481101,5.0
1698,0053900481102,16.0
1699,0053900481103,15.0
1700,0053900481104,16.0
1701,0053900481105,8.0
1702,0053900481106,0.0
1703,0053900571101,0.0
1704,0053900571102,0.0
1705,0053900571103,10.0
1706,0053900571104,
1707,0053900571105,11.0
1708,0053900571106,
1709,0053900731101,11.0
1710,0053900731102,13.0
1711,0053900731103,0.0
1712,0053900731104,0.0
1713,0053900731105,
1714,0053900991101,5.0
1715,0053900991102,
1716,0053930241101,11.0
1717,0053930241102,0.0
1718,0053930241103,10.0
1719,0053930241104,8.0
1720,0053930241105,10.0
1721,0053930241106,11.0
1722,0053930251101,
1723,0053930271101,9.0
1724,0053930271102,0.0
1725,0053930271103,11.0
1726,0053930271104,0.0
1727,0053930291101,1.0
1728,0053930291102,9.0
1729,0053930291103,12.0
1730,0053930991101,11.0
1731,0053931001101,0.0
1732,0053931001102,
1733,0053931001103,11.0
1734,0053931001104,11.0
1735,0053931001105,0.0
1736,0053931001106,
1737,0053931031101,0.0
1738,0053931031102,10.0
1739,0053931031103,8.0
1740,0053931031104,0.0
1741,0053940761101,
1742,0053940761102,7.0
1743,0053940761103,0.0
1744,0053940761104,0.0
1745,0053940771101,
1746,0053940771102,0.0
1747,0053940771103,10.0
1748,0053940771104,7.0
1749,0053940801101,0.0
1750,0053940801102,0.0
1751,0053941921101,9.0
1752,0053941921102,0.0
1753,0053941921103,11.0
1754,0053941921104,8.0
1755,0053941921105,2.0
1756,0053941931101,9.0
1757,0053941931102,0.0
1758,0053941931103,10.0
1759,0053941931104,3.0
1760,0053941941101,11.0
1761,0053941941102,
1762,0053942071101,0.0
1763,0053942071102,
1764,0053942091101,3.0
1765,0053942091102,0.0
1766,0053950671101,11.0
1767,0053950671102,11.0
1768,0053950671103,7.0
1769,0053950671104,0.0
1770,0053950681101,10.0
1771,0053950681102,0.0
1772,0053950681103,0.0
1773,0053950681104,2.0
1774,0053950701101,2.0
1775,0053952281101,11.0
1776,0053952281102,11.0
1777,0053952281103,2.0
1778,0053952291101,5.0
1779,0053952291102,
1780,0053952301101,11.0
1781,0053952301102,11.0
1782,0053952301103,14.0
1783,0053952301104,0.0
1784,0053952301105,0.0
1785,0053952311101,11.0
1786,0053952311102,0.0
1787,0053952311103,11.0
1788,0053952311104,0.0
1789,0053952311105,0.0
1790,0053952311106,0.0
1791,0053970491101,5.0
1792,0053970491102,2.0
1793,0053970601101,8.0
1794,0053970601102,0.0
1795,0053970601103,16.0
1796,0053970721101,
1797,0053971061101,0.0
1798,0053971061102,7.0
1799,0053971061103,11.0
1800,0053971061104,0.0
1801,0053971391101,
1802,0054060041101,0.0
1803,0054060041102,7.0
1804,0054060041103,9.0
1805,0054060041104,7.0
1806,0054060041105,2.0
1807,0054060291101,0.0
1808,0054060291102,16.0
1809,0054060351101,1.0
1810,0054060351102,0.0
1811,0054060431101,
1812,0054060511101,
1813,0054060641101,11.0
1814,0054060641102,11.0
1815,0054060721101,0.0
1816,0054060721102,
1817,0054080051101,9.0
1818,0054080051102,8.0
1819,0054080051103,0.0
1820,0054080051104,2.0
1821,0054080061101,0.0
1822,0054080061102,0.0
1823,0054080061103,11.0
1824,0054080061104,0.0
1825,0054080081101,0.0
1826,0054080081102,0.0
1827,0054080081103,11.0
1828,0054080081104,11.0
1829,0054080101101,
1830,0054081191101,11.0
1831,0054081191102,0.0
1832,0054081191103,10.0
1833,0054081191104,8.0
1834,0054081191105,0.0
1835,0054081191106,0.0
1836,0054081191107,1.0
1837,0054081211101,4.0
1838,0054081211102,1.0
1839,0054081211103,7.0
1840,0054081211104,8.0
1841,0054081231101,1.0
1842,0054081231102,
1843,0054081251101,5.0
1844,0054081251102,
1845,0054090951101,17.0
1846,0054090951102,16.0
1847,0054090951103,8.0
1848,0054090961101,14.0
1849,0054090961102,11.0
1850,0054090971101,12.0
1851,0054090971102,15.0
1852,0054090971103,7.0
1853,0054090971104,0.0
1854,0054090971105,0.0
1855,0054092541101,0.0
1856,0054092571101,0.0
1857,0054092571102,7.0
1858,0054092571103,9.0
1859,0054092571104,0.0
1860,0054092581101,0.0
1861,0054092581102,
1862,0054092591101,11.0
1863,0054092591102,8.0
1864,0054092591103,3.0
1865,0054160331101,2.0
1866,0054160331102,2.0
1867,0054160331103,0.0
1868,0054160351101,
1869,0054160361101,1.0
1870,0054160361102,
1871,0054160371101,5.0
1872,0054160371102,0.0
1873,0054160371103,11.0
1874,0054160371104,0.0
1875,0054160371105,0.0
1876,0054160371106,2.0
1877,0054161641101,10.0
1878,0054161641102,11.0
1879,0054161641103,0.0
1880,0054161641104,2.0
1881,0054161641105,
1882,0054161661101,1.0
1883,0054161661102,10.0
1884,0054161661103,11.0
1885,0054161681101,5.0
1886,0054161741101,3.0
1887,0054161741102,
1888,0054161741103,8.0
1889,0054161741104,0.0
1890,0054161741105,0.0
1891,0054161741106,2.0
1892,0054220091101,8.0
1893,0054220091102,
1894,0054220141101,7.0
1895,0054220141102,9.0
1896,0054220141103,0.0
1897,0054220151101,0.0
1898,0054220151102,14.0
1899,0054220161101,
1900,0054220931101,
1901,0054230041101,7.0
1902,0054230041102,0.0
1903,0054230041103,11.0
1904,0054230041104,2.0
1905,0054230101101,0.0
1906,0054230101102,11.0
1907,0054230101103,8.0
1908,0054230241101,2.0
1909,0054230241102,
